:START_ID,:END_ID,relation,concepts,synsets,:TYPE
We train the model for 25 epochs on four H100 GPUs with BF16 precision totaling 90 GPU hours using an instantaneous batch size of 32 per GPU and effective batch size of 128 via gradient accumulation.,90 GPU hours,is participated by,[],[],Relation
We train the model for 25 epochs on four H100 GPUs with BF16 precision totaling 90 GPU hours using an instantaneous batch size of 32 per GPU and effective batch size of 128 via gradient accumulation.,instantaneous batch size 32,is participated by,[],[],Relation
We train the model for 25 epochs on four H100 GPUs with BF16 precision totaling 90 GPU hours using an instantaneous batch size of 32 per GPU and effective batch size of 128 via gradient accumulation.,effective batch size 128,is participated by,[],[],Relation
We train the model for 25 epochs on four H100 GPUs with BF16 precision totaling 90 GPU hours using an instantaneous batch size of 32 per GPU and effective batch size of 128 via gradient accumulation.,gradient accumulation,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,triple extraction pipeline,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,leaf-masked prediction,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,training dataset,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,head entities,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,relations,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,vocabulary distribution,is participated by,[],[],Relation
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,masked leaf,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,top 20 tokens,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,leaf,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,helper LLM,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,Qwen3-32B,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,tokens,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,multi-token tails,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,head,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,relation,is participated by,[],[],Relation
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,originating sequence,is participated by,[],[],Relation
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,output tails,is participated by,[],[],Relation
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,out-of-scope tokens,is participated by,[],[],Relation
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,discard,is participated by,[],[],Relation
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,triples,is participated by,[],[],Relation
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,skip,is participated by,[],[],Relation
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,no valid tail,is participated by,[],[],Relation
naringenin,flavonoid,is a,[],[],Relation
naringenin,therapeutic role,plays,[],[],Relation
non-alcoholic fatty liver disease,fibrosis,causes,[],[],Relation
non-alcoholic fatty liver disease,obesity,is associated with,[],[],Relation
GraphRAG,Qwen3-14B,uses,[],[],Relation
GraphRAG,vLLM,accelerates inference with,[],[],Relation
GraphRAG query process,nomic-embed-text-v1,uses embedding model,[],[],Relation
GraphMERT extracted KG,"139,565 triples",contains,[],[],Relation
LLM baseline KG,"515,460 triples",contains,[],[],Relation
GraphMERT KG,69.8%,achieves FActScore (context only),[],[],Relation
LLM baseline KG,40.2%,achieves FActScore (context only),[],[],Relation
GraphMERT,68.8% yes,achieves ValidityScore,[],[],Relation
LLM baseline,43.0% yes,achieves ValidityScore,[],[],Relation
extraction pipeline,β = 0.67,filters tails with similarity threshold,[],[],Relation
formed tails (non-unique),"109,293",reduce to final unique triples,[],[],Relation
Naringenin is a flavonoid,Naringenin plays a therapeutic neuroprotective and antidepressant role,at the same time,[],[],Relation
Naringenin is a flavonoid,Naringenin has a flavonoid disposition as an inhibitor,at the same time,[],[],Relation
Non-alcoholic fatty liver disease occurs,Fibrosis occurs,as a result,[],[],Relation
Non-alcoholic fatty liver disease occurs,Obesity is present,at the same time,[],[],Relation
GraphRAG evaluations were conducted with specified settings,Experimental results for GraphMERT and LLM KGs were reported,before,[],[],Relation
GraphMERT extracted a knowledge graph,GraphMERT achieved a higher ValidityScore than the LLM baseline,as a result,[],[],Relation
Each triple in the system is directly traceable to its originating sequence,Automatic cross-checking and user validation of triples is possible,as a result,[],[],Relation
naringenin is a flavonoid,naringenin,is participated by,[],[],Relation
naringenin is a flavonoid,flavonoid,is participated by,[],[],Relation
naringenin plays a therapeutic role,naringenin,is participated by,[],[],Relation
naringenin plays a therapeutic role,therapeutic role,is participated by,[],[],Relation
naringenin has disposition as a flavonoid,naringenin,is participated by,[],[],Relation
naringenin has disposition as a flavonoid,flavonoid,is participated by,[],[],Relation
non-alcoholic fatty liver disease causes fibrosis,non-alcoholic fatty liver disease,is participated by,[],[],Relation
non-alcoholic fatty liver disease causes fibrosis,fibrosis,is participated by,[],[],Relation
non-alcoholic fatty liver disease is associated with obesity,non-alcoholic fatty liver disease,is participated by,[],[],Relation
non-alcoholic fatty liver disease is associated with obesity,obesity,is participated by,[],[],Relation
"the diabetes corpus is split into 2,000-token chunks",diabetes corpus,is participated by,[],[],Relation
"the diabetes corpus is split into 2,000-token chunks","2,000-token chunks",is participated by,[],[],Relation
Qwen3-32B is used to extract entities and relationships,Qwen3-32B,is participated by,[],[],Relation
Qwen3-32B is used to extract entities and relationships,entities,is participated by,[],[],Relation
Qwen3-32B is used to extract entities and relationships,relationships,is participated by,[],[],Relation
"the final LLM-generated knowledge graph contains 272,346 triples",LLM-generated KG,is participated by,[],[],Relation
"the final LLM-generated knowledge graph contains 272,346 triples","272,346 triples",is participated by,[],[],Relation
"each experiment is conducted three times with random seeds 1, 2, and 3",experiment,is participated by,[],[],Relation
"each experiment is conducted three times with random seeds 1, 2, and 3",random seed 1,is participated by,[],[],Relation
"each experiment is conducted three times with random seeds 1, 2, and 3",random seed 2,is participated by,[],[],Relation
"each experiment is conducted three times with random seeds 1, 2, and 3",random seed 3,is participated by,[],[],Relation
the system retrieves the top 30 entities and the top 10 relationships per entity to construct context,system,is participated by,[],[],Relation
the system retrieves the top 30 entities and the top 10 relationships per entity to construct context,top 30 entities,is participated by,[],[],Relation
the system retrieves the top 30 entities and the top 10 relationships per entity to construct context,top 10 relationships per entity,is participated by,[],[],Relation
the system retrieves the top 30 entities and the top 10 relationships per entity to construct context,context,is participated by,[],[],Relation
"GraphMERT extracted KG contains 139,565 triples after filtering",GraphMERT extracted KG,is participated by,[],[],Relation
"GraphMERT extracted KG contains 139,565 triples after filtering","139,565 triples",is participated by,[],[],Relation
"the LLM baseline KG contains 515,460 triples",LLM baseline KG,is participated by,[],[],Relation
"the LLM baseline KG contains 515,460 triples","515,460 triples",is participated by,[],[],Relation
Validity checks with Qwen3-32B show GraphMERT attains a higher yes rate than the LLM baseline,Qwen3-32B,is participated by,[],[],Relation
Validity checks with Qwen3-32B show GraphMERT attains a higher yes rate than the LLM baseline,GraphMERT,is participated by,[],[],Relation
Validity checks with Qwen3-32B show GraphMERT attains a higher yes rate than the LLM baseline,LLM baseline,is participated by,[],[],Relation
Validity checks with Qwen3-32B show GraphMERT attains a higher yes rate than the LLM baseline,ValidityScore,is participated by,[],[],Relation
GraphMERT KG,higher proportion of valid triples,produces,[],[],Relation
LLM KG,more relation misuse and ontology violations,exhibits,[],[],Relation
GPT-5 Thinking,validity verdicts for triples,provides,[],[],Relation
helper LLM,tail incompleteness in GraphMERT triples,causes,[],[],Relation
tail incompleteness,vague or semantically weak completions,leads to,[],[],Relation
LLM KG,UMLS biomedical relations,misinterprets,[],[],Relation
LLM KG,broader internal knowledge,substitutes with,[],[],Relation
LLM KG,systematic relation reversal,shows,[],[],Relation
GraphRAG,extracted knowledge graphs,evaluates,[],[],Relation
GraphMERT KG,LLM KG on ICD-Bench,outperforms,[],[],Relation
GraphMERT framework,9.2% overall accuracy gain on ICD-Bench,achieves,[],[],Relation
injection threshold α,relevance of seed triples used for training,controls,[],[],Relation
acceptance threshold β,final triples generated by the pipeline,filters,[],[],Relation
optimal hyperparameters,α = 0.55 and β = 0.67,are,[],[],Relation
Seed KG sparsity,GraphMERT performance but maintains advantage over LLM KG,reduces,[],[],Relation
GraphMERT (no H-GAT ablation),irrelevant top-k token predictions,results in,[],[],Relation
No-span MLM/MNM ablation,span masking objective with one-token masking,replaces,[],[],Relation
No dropout ablation,dropout on relation embeddings,removes,[],[],Relation
Ablation studies,component contributions to KG quality,show,[],[],Relation
low-information 128-token sequences,extracted KG,contaminate,[],[],Relation
predicate misuse,wrong relation types or ontologically incorrect predicates,manifests as,[],[],Relation
overstated causality,key tokens required for tail completion are missing,occurs when,[],[],Relation
GraphMERT KG,more conservative and domain-appropriate than LLM KG,is,[],[],Relation
The GraphMERT KG consistently produces a higher proportion of valid triples and fewer incorrect triples across all keywords,The LLM KG shows more relation misuse and ontology violations,as a result,[],[],Relation
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,The helper LLM stitches together a completion that is contextually acceptable but semantically weak,because,[],[],Relation
Missing key tokens required for high-quality tail completion,The LLM still attempts a plausible but semantically weak completion,because,[],[],Relation
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge,The LLM produces approximations that violate the ontology,as a result,[],[],Relation
Designing prompts to fully explain all relations is impractical and multiple examples fail to steer the LLM consistently,The LLM defaults to its own internal semantics,as a result,[],[],Relation
A practical mitigation is to exclude low-information 128-token sequences in the prediction stage,Contamination of the extracted KG by semantically weak completions would be reduced,as a result,[],[],Relation
GraphMERT outperforms the baseline LLM KG on the filtered endocrinology subset of ICD-Bench with a 9.2% overall accuracy gain,GraphMERT demonstrates advantages for downstream medical question-answering tasks,as a result,[],[],Relation
Performance peaks at alpha = 0.55 and beta = 0.67 in the hyperparameter grid search,These optimal hyperparameters yield the observed 9.2% improvement over the baseline LLM KG,at the same time,[],[],Relation
"Lower alpha values introduce noisy, contextually irrelevant triples",They degrade GraphMERT performance,because,[],[],Relation
Higher alpha values impose a stricter relevance filter,They limit volume and diversity of injected knowledge and can prevent the model from leveraging sufficient breadth of knowledge,because,[],[],Relation
"Randomly removing 25%, 50%, and 75% of triples from the original seed KG",The study measures GraphMERT performance with a sparser seed KG,before,[],[],Relation
As the seed KG becomes sparser,GraphMERT performance generally decreases but remains effective and still outperforms the baseline LLM KG even with 75% removal,as a result,[],[],Relation
Ablating the H-GAT component (no H-GAT),Produces a large number of irrelevant tokens in the top-k predicted tokens,as a result,[],[],Relation
The GraphMERT KG consistently produces a higher proportion of valid triples and fewer incorrect triples across all keywords,GraphMERT KG,is participated by,[],[],Relation
The GraphMERT KG consistently produces a higher proportion of valid triples and fewer incorrect triples across all keywords,valid triples,is participated by,[],[],Relation
The GraphMERT KG consistently produces a higher proportion of valid triples and fewer incorrect triples across all keywords,incorrect triples,is participated by,[],[],Relation
The GraphMERT KG consistently produces a higher proportion of valid triples and fewer incorrect triples across all keywords,keywords,is participated by,[],[],Relation
The LLM KG shows more relation misuse and ontology violations reflected in a greater share of maybe and no verdicts,LLM KG,is participated by,[],[],Relation
The LLM KG shows more relation misuse and ontology violations reflected in a greater share of maybe and no verdicts,relation misuse,is participated by,[],[],Relation
The LLM KG shows more relation misuse and ontology violations reflected in a greater share of maybe and no verdicts,ontology violations,is participated by,[],[],Relation
The LLM KG shows more relation misuse and ontology violations reflected in a greater share of maybe and no verdicts,maybe verdicts,is participated by,[],[],Relation
The LLM KG shows more relation misuse and ontology violations reflected in a greater share of maybe and no verdicts,no verdicts,is participated by,[],[],Relation
"The LLM often violates ontology, confusing methods with diseases, and misuses relations",LLM,is participated by,[],[],Relation
"The LLM often violates ontology, confusing methods with diseases, and misuses relations",ontology,is participated by,[],[],Relation
"The LLM often violates ontology, confusing methods with diseases, and misuses relations",methods,is participated by,[],[],Relation
"The LLM often violates ontology, confusing methods with diseases, and misuses relations",diseases,is participated by,[],[],Relation
"The LLM often violates ontology, confusing methods with diseases, and misuses relations",relations,is participated by,[],[],Relation
GraphMERT main issues are vagueness and incomplete tails though they remain domain-appropriate,GraphMERT,is participated by,[],[],Relation
GraphMERT main issues are vagueness and incomplete tails though they remain domain-appropriate,vagueness,is participated by,[],[],Relation
GraphMERT main issues are vagueness and incomplete tails though they remain domain-appropriate,incomplete tails,is participated by,[],[],Relation
GraphMERT main issues are vagueness and incomplete tails though they remain domain-appropriate,domain-appropriate,is participated by,[],[],Relation
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,tail incompleteness,is participated by,[],[],Relation
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,helper LLM,is participated by,[],[],Relation
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,incomplete token,is participated by,[],[],Relation
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,tail,is participated by,[],[],Relation
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,token combination,is participated by,[],[],Relation
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,tail vagueness,is participated by,[],[],Relation
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,GraphMERT,is participated by,[],[],Relation
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,required tail tokens,is participated by,[],[],Relation
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,top-20 predictions,is participated by,[],[],Relation
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,helper LLM,is participated by,[],[],Relation
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,completion,is participated by,[],[],Relation
Missing key tokens required for high-quality tail completion explain most cases of overstated causality and predicate misuse,missing key tokens,is participated by,[],[],Relation
Missing key tokens required for high-quality tail completion explain most cases of overstated causality and predicate misuse,high-quality tail completion,is participated by,[],[],Relation
Missing key tokens required for high-quality tail completion explain most cases of overstated causality and predicate misuse,overstated causality,is participated by,[],[],Relation
Missing key tokens required for high-quality tail completion explain most cases of overstated causality and predicate misuse,predicate misuse,is participated by,[],[],Relation
A practical mitigation is to exclude low-information 128-token sequences in the prediction stage,mitigation,is participated by,[],[],Relation
A practical mitigation is to exclude low-information 128-token sequences in the prediction stage,low-information 128-token sequences,is participated by,[],[],Relation
A practical mitigation is to exclude low-information 128-token sequences in the prediction stage,prediction stage,is participated by,[],[],Relation
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge resulting in approximations that violate the ontology,LLM,is participated by,[],[],Relation
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge resulting in approximations that violate the ontology,UMLS biomedical relations,is participated by,[],[],Relation
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge resulting in approximations that violate the ontology,internal knowledge,is participated by,[],[],Relation
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge resulting in approximations that violate the ontology,approximations,is participated by,[],[],Relation
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge resulting in approximations that violate the ontology,ontology,is participated by,[],[],Relation
Designing prompts to fully explain all relations is impractical and even multiple examples fail to steer the model consistently,prompts,is participated by,[],[],Relation
Designing prompts to fully explain all relations is impractical and even multiple examples fail to steer the model consistently,relations,is participated by,[],[],Relation
Designing prompts to fully explain all relations is impractical and even multiple examples fail to steer the model consistently,multiple examples,is participated by,[],[],Relation
Designing prompts to fully explain all relations is impractical and even multiple examples fail to steer the model consistently,model,is participated by,[],[],Relation
We observe systematic relation reversal in the LLM-extracted triples,systematic relation reversal,is participated by,[],[],Relation
We observe systematic relation reversal in the LLM-extracted triples,LLM-extracted triples,is participated by,[],[],Relation
Extracting well-formed triples requires capturing semantic rather than syntactic representations which is challenging for LLMs trained primarily on surface text,well-formed triples,is participated by,[],[],Relation
Extracting well-formed triples requires capturing semantic rather than syntactic representations which is challenging for LLMs trained primarily on surface text,semantic representations,is participated by,[],[],Relation
Extracting well-formed triples requires capturing semantic rather than syntactic representations which is challenging for LLMs trained primarily on surface text,syntactic representations,is participated by,[],[],Relation
Extracting well-formed triples requires capturing semantic rather than syntactic representations which is challenging for LLMs trained primarily on surface text,LLMs,is participated by,[],[],Relation
Extracting well-formed triples requires capturing semantic rather than syntactic representations which is challenging for LLMs trained primarily on surface text,surface text,is participated by,[],[],Relation
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,extracted KG,is participated by,[],[],Relation
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,GraphRAG,is participated by,[],[],Relation
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,filtered benchmarks,is participated by,[],[],Relation
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,accuracy,is participated by,[],[],Relation
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,model,is participated by,[],[],Relation
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,questions,is participated by,[],[],Relation
We compare accuracy using different KGs as the primary source of information and evaluate GraphMERT KG against the baseline LLM KG on the filtered endocrinology subset of ICD-Bench,GraphMERT KG,is participated by,[],[],Relation
We compare accuracy using different KGs as the primary source of information and evaluate GraphMERT KG against the baseline LLM KG on the filtered endocrinology subset of ICD-Bench,baseline LLM KG,is participated by,[],[],Relation
We compare accuracy using different KGs as the primary source of information and evaluate GraphMERT KG against the baseline LLM KG on the filtered endocrinology subset of ICD-Bench,filtered endocrinology subset,is participated by,[],[],Relation
We compare accuracy using different KGs as the primary source of information and evaluate GraphMERT KG against the baseline LLM KG on the filtered endocrinology subset of ICD-Bench,ICD-Bench,is participated by,[],[],Relation
We compare accuracy using different KGs as the primary source of information and evaluate GraphMERT KG against the baseline LLM KG on the filtered endocrinology subset of ICD-Bench,accuracy,is participated by,[],[],Relation
Our framework achieves an overall accuracy gain of 9.2% on ICD-Bench and 1.7% to 3.7% gain on other medical benchmarks,framework,is participated by,[],[],Relation
Our framework achieves an overall accuracy gain of 9.2% on ICD-Bench and 1.7% to 3.7% gain on other medical benchmarks,accuracy gain 9.2%,is participated by,[],[],Relation
Our framework achieves an overall accuracy gain of 9.2% on ICD-Bench and 1.7% to 3.7% gain on other medical benchmarks,ICD-Bench,is participated by,[],[],Relation
Our framework achieves an overall accuracy gain of 9.2% on ICD-Bench and 1.7% to 3.7% gain on other medical benchmarks,medical benchmarks,is participated by,[],[],Relation
Our framework achieves an overall accuracy gain of 9.2% on ICD-Bench and 1.7% to 3.7% gain on other medical benchmarks,accuracy gain 1.7% to 3.7%,is participated by,[],[],Relation
We conduct ablation studies to validate design choices and understand contributions of different components,ablation studies,is participated by,[],[],Relation
We conduct ablation studies to validate design choices and understand contributions of different components,design choices,is participated by,[],[],Relation
We conduct ablation studies to validate design choices and understand contributions of different components,components,is participated by,[],[],Relation
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,injection threshold α,is participated by,[],[],Relation
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,acceptance threshold β,is participated by,[],[],Relation
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,seed triples,is participated by,[],[],Relation
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,training,is participated by,[],[],Relation
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,final triples,is participated by,[],[],Relation
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,pipeline,is participated by,[],[],Relation
We perform a grid search over α and β and observe performance peaks at α = 0.55 and β = 0.67,grid search,is participated by,[],[],Relation
We perform a grid search over α and β and observe performance peaks at α = 0.55 and β = 0.67,α,is participated by,[],[],Relation
We perform a grid search over α and β and observe performance peaks at α = 0.55 and β = 0.67,β,is participated by,[],[],Relation
We perform a grid search over α and β and observe performance peaks at α = 0.55 and β = 0.67,performance peaks,is participated by,[],[],Relation
We perform a grid search over α and β and observe performance peaks at α = 0.55 and β = 0.67,α = 0.55,is participated by,[],[],Relation
We perform a grid search over α and β and observe performance peaks at α = 0.55 and β = 0.67,β = 0.67,is participated by,[],[],Relation
"Lower α likely introduces noisy, contextually irrelevant triples while higher α appear overly restrictive preventing leveraging sufficient breadth of knowledge",lower α,is participated by,[],[],Relation
"Lower α likely introduces noisy, contextually irrelevant triples while higher α appear overly restrictive preventing leveraging sufficient breadth of knowledge",noisy triples,is participated by,[],[],Relation
"Lower α likely introduces noisy, contextually irrelevant triples while higher α appear overly restrictive preventing leveraging sufficient breadth of knowledge",contextually irrelevant triples,is participated by,[],[],Relation
"Lower α likely introduces noisy, contextually irrelevant triples while higher α appear overly restrictive preventing leveraging sufficient breadth of knowledge",higher α,is participated by,[],[],Relation
"Lower α likely introduces noisy, contextually irrelevant triples while higher α appear overly restrictive preventing leveraging sufficient breadth of knowledge",overly restrictive,is participated by,[],[],Relation
"Lower α likely introduces noisy, contextually irrelevant triples while higher α appear overly restrictive preventing leveraging sufficient breadth of knowledge",breadth of knowledge,is participated by,[],[],Relation
A higher optimal β strengthens the importance of cross-document understanding for triple generation which is not possible in LLM-generated KGs,higher optimal β,is participated by,[],[],Relation
A higher optimal β strengthens the importance of cross-document understanding for triple generation which is not possible in LLM-generated KGs,cross-document understanding,is participated by,[],[],Relation
A higher optimal β strengthens the importance of cross-document understanding for triple generation which is not possible in LLM-generated KGs,triple generation,is participated by,[],[],Relation
A higher optimal β strengthens the importance of cross-document understanding for triple generation which is not possible in LLM-generated KGs,LLM-generated KGs,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",α = 0.55,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",β = 0.67,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",knowledge sparsity,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",25% removal,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",50% removal,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",75% removal,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",seed KG,is participated by,[],[],Relation
"Using α = 0.55 and β = 0.67 we simulate knowledge sparsity by removing 25%, 50%, and 75% of triples from the original seed KG and measure GraphMERT performance",GraphMERT performance,is participated by,[],[],Relation
Even with 75% of the seed knowledge removed GraphMERT still outperforms the baseline LLM KG by 3.86%,75% seed knowledge removed,is participated by,[],[],Relation
Even with 75% of the seed knowledge removed GraphMERT still outperforms the baseline LLM KG by 3.86%,GraphMERT,is participated by,[],[],Relation
Even with 75% of the seed knowledge removed GraphMERT still outperforms the baseline LLM KG by 3.86%,baseline LLM KG,is participated by,[],[],Relation
Even with 75% of the seed knowledge removed GraphMERT still outperforms the baseline LLM KG by 3.86%,3.86%,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",No-span MLM/MNM,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",No H-GAT,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",No dropout,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",span masking,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",graph attention,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",dropout,is participated by,[],[],Relation
"Ablations include No-span MLM/MNM, No H-GAT, and No dropout to evaluate impact of replacing span masking, switching off graph attention, and switching off dropout on relation embeddings",relation embeddings,is participated by,[],[],Relation
In the no H-GAT ablation we observe a large number of irrelevant tokens in top-k predicted tokens with commas and articles primarily predicted in the top 3,no H-GAT ablation,is participated by,[],[],Relation
In the no H-GAT ablation we observe a large number of irrelevant tokens in top-k predicted tokens with commas and articles primarily predicted in the top 3,irrelevant tokens,is participated by,[],[],Relation
In the no H-GAT ablation we observe a large number of irrelevant tokens in top-k predicted tokens with commas and articles primarily predicted in the top 3,top-k predicted tokens,is participated by,[],[],Relation
In the no H-GAT ablation we observe a large number of irrelevant tokens in top-k predicted tokens with commas and articles primarily predicted in the top 3,commas,is participated by,[],[],Relation
In the no H-GAT ablation we observe a large number of irrelevant tokens in top-k predicted tokens with commas and articles primarily predicted in the top 3,articles,is participated by,[],[],Relation
GraphMERT,higher factuality and validity of triples,achieves,[],[],Relation
GraphMERT,ontology fidelity,preserves,[],[],Relation
GraphMERT,semantic relation embeddings,employs,[],[],Relation
semantic relation embeddings,ontology-aligned relations,move predictions toward,[],[],Relation
no dropout,overfitting on the seed KG vocabulary,leads to,[],[],Relation
overfitting on the seed KG vocabulary,less diverse tails,causes,[],[],Relation
no-span MLM/MNM objective,simpler tail completions,produces,[],[],Relation
span masking,nuance and granularity in completions,provides,[],[],Relation
