:START_ID,:END_ID,:TYPE
entities,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
both stages,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
final Linked UMLS Entities,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Associate each input sequence with a set of UMLS concepts following the entity linking stage,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
input sequence,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
UMLS concepts,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
entity linking stage,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Identify and select only the most contextually relevant triples for each sequence,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Perform semantic similarity matching of triples to dataset sequences to find the most relevant triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
semantic similarity matching,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
dataset sequences,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Require the triple head to almost literally match one of the discovered entities and pick top triples whose tails are semantically close to the sequence,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
discovered entities,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
top triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
tails,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Subject all matched triples to the injection algorithm which selects the top-scoring triples and limits the number of equivalent triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
matched triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
top-scoring triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
equivalent triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Use the injected triples together to comprise a seed KG,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
injected triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Retrieve the complete set of triples from the UMLS KG where any linked entities from a sequence appear as the head entity,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
complete set of triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
UMLS KG,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
linked entities,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
head entity,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
semantic relevance score,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
original input sequence,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
undesired relations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
search,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
"Transform each retrieved triple into a linearized sentence by concatenating its head, relation, and tail",a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
retrieved triple,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
linearized sentence,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Encode both the original input sequence and each triple sentence into high-dimensional vectors using the Gemini embedding model and textembedding-004,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
triple sentence,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
high-dimensional vectors,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Gemini embedding model,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
textembedding-004,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Use cosine similarity as the semantic relevance score between sequence and triple encodings,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
sequence encodings,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
triple encodings,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Rank each linked entity's associated triples by semantic relevance scores and retain the top 40 triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
associated triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
top 40 triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Use the resulting contextually filtered set of triples in the subsequent injection process,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
contextually filtered set of triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
injection process,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Prepare a GraphMERT-compatible dataset of leafy chain graphs by selecting relevant triples from an external KG source based on similarity score thresholded with hyperparameter alpha,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
GraphMERT-compatible dataset,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
leafy chain graphs,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
relevant triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
external KG source,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
similarity score,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
hyperparameter α,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Map triples to the chain graph semantic space by placing the head at a root node and the tail at the root's leaf node,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
chain graph semantic space,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
root node,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
leaf node,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Maintain diversity in the injected relations and semantic vocabulary while selecting triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
diversity,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
injected relations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
semantic vocabulary,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Align transformer attention with H-GAT during training on chain graphs to avoid noisy signals from extraneous tokens,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
transformer attention,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
extraneous tokens,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Enable vocabulary transfer from the syntactic root space into the semantic leaf space by aligning leaf and root tokens,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
vocabulary transfer,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
syntactic root space,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
semantic leaf space,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
leaf tokens,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
root tokens,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Explain that similarity matching favors frequent terms leading ubiquitous tails to dominate the semantic space,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
similarity matching,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
frequent terms,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
ubiquitous tails,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Describe that scoring is biased towards classificatory relations like isa or inverse_isa,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
scoring,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
classificatory relations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
isa,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
inverse_isa,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
State that over-injecting frequent tokens leads to a skewed training distribution and undertraining on other relations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
over-injecting frequent tokens,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
skewed training distribution,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
other relations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
"Design the injection algorithm around three goals: eliminate low-relevance triples, select one triple per head, and diversify injected relations",a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
low-relevance triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
one triple per head,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
diversify injected relations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
goals,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Satisfy goal (1) by thresholding similarity scores,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
goal (1),a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
thresholding,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
similarity scores,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Iteratively drop undesired triples from all matched triples in two interleaving phases by maximizing score and maximizing relation diversity,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
undesired triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
interleaving phases,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
maximize score,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
maximize relation diversity,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Inject the surviving triples into the semantic space to comprise the seed KG,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
surviving triples,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
Distill internal GraphMERT representations into explicit graph triples by adding leaf nodes using purely-MNM prediction,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
internal GraphMERT representations,a13492fa8c0f691307eb14e376cf14a686aea48a807eff8c5f6df5bd60d5bcc8,Source
GraphRAG Local Search,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
entities and relations in the querying stage,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Entities within the KG,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
entry points for retrieval of connected entities and relationships,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Retrieved data sources,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
a single predefined context window,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
FActScore,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
atomic facts against a trusted text source,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
atomic facts in the FActScore framework,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
FActScore*,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
validity verification of triple logical alignment to FActScore,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
ValidityScore,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
ontological alignment of triples via an LLM judge,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
UMLS semantic rules,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"the triple 〈beta-receptor, part_of, plasma membrane〉 as valid",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"the triple 〈beta-receptor, part_of, adrenergic signaling〉 as invalid",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"UMLS Metathesaurus (SNOMED CT, US, GO)",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Seed KG extraction,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
alpha = 0.55 with Gemini text-embedding-004,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
a high-quality diabetes KG,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Training dataset,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
peer-reviewed MEDLINE abstracts and the seed KG,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"helper LLM for entity discovery, relation matching, and tail generation",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Triple extraction pipeline,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
cosine similarity with Gemini embeddings and threshold beta = 0.67,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
GraphMERT architecture,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
BioMedBERT tokenizer to reduce medical subword tokenization,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We use the Local Search method from GraphRAG,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
we modify it to rely exclusively on the entities and relations in the querying stage,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
This process begins by identifying a set of entities within the KG that are semantically related to the user query,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
these entities act as entry points for the retrieval of connected entities and relationships,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
The retrieved data sources are ranked and filtered to fit within a single predefined context window,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
the context window is used to generate a response to the user query,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
FActScore provides a fine-grained method for evaluating factual precision in long-form LLM outputs,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
its principles transfer naturally to KG verification,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
FActScore evaluates atomic facts against a trusted text source,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
KG triples can be treated as atomic facts of equal importance,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Each triple can be paired with a reliable text source,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
the short context length minimizes conflicts and overlaps,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We follow the Retrieve → LM variant of automatic evaluation,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
we strengthen triple evaluation with validity in the prompt,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We strengthen triple evaluation with validity in the prompt,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
a fact may appear in the text yet the triple may still be malformed,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Malformed triples should not be deemed reliable facts,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
they would inflate the score,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
ValidityScore isolates ontological alignment of triples,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
we use a strong LLM judge to semantically validate a triple with a prompt,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
To demonstrate the effectiveness of our framework,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
we extract a high-quality diabetes KG from a GraphMERT-compatible diabetes training dataset,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We build a GraphMERT-compatible diabetes training dataset from two main sources,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
the resulting dataset contains 350k abstracts for training and 39k for evaluation,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"From UMLS we select SNOMED CT, US and GO vocabularies",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"together they cover a broad range of biomedical concepts across clinical documentation, molecular biology, and data exchange",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
For matched triples we use an injection algorithm with a similarity threshold α of 0.55,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
the resulting triples that are injected comprise the seed KG,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We prompt Qwen3-32B with each abstract sequence to search for medical entities,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
the outputs are validated against sequences of origin to eliminate hallucinated or misspelled entities,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
GraphMERT predicts a distribution for each masked leaf,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
we select the top 20 tokens per leaf and use them to prompt the helper LLM to form tails,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We compute cosine similarity between the triple and its originating sequence using embeddings,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
all triples with a score below the similarity check threshold β = 0.67 are discarded,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Chain graphs are initialized with 128 root nodes each connected to seven leaves,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
the sequence has a fixed length of 1024 with the first 128 tokens reserved for roots,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We train GraphMERT for 25 epochs on four H100 GPUs with BF16 precision,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
training totals 90 GPU hours,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We use the BioMedBERT tokenizer trained on medical vocabulary,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
"the tokenizer vocabulary size is 30,522",0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We use the Local Search method from GraphRAG and modify it to rely exclusively on the entities and relations in the querying stage.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Local Search method,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
querying stage,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
This process begins by identifying a set of entities within the KG that are semantically related to the user query.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
process,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
user query,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
These entities act as entry points for the retrieval of connected entities and relationships.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
entry points,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
connected entities,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
retrieval,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
The retrieved data sources are then ranked and filtered to fit within a single predefined context window.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
retrieved data sources,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
ranking,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
filtering,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
predefined context window,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
The context window is used to generate a response to the user query.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
context window,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
response,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
FActScore provides a fine-grained method for evaluating factual precision in long-form LLM outputs and transfers naturally to KG verification.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
factual precision,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
long-form LLM outputs,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
KG verification,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
FActScore evaluates atomic facts against a trusted text source that does not have any knowledge conflicts or overlaps.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
atomic facts,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
trusted text source,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
knowledge conflicts,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
knowledge overlaps,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
KG triples can be treated as atomic facts and paired with reliable text sources such as GraphMERT triples with sequences and LLM triples with short chunks.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
reliable text sources,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
GraphMERT triples,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
sequences,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
LLM triples,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
short chunks,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We follow the Retrieve → LM variant of automatic evaluation and strengthen triple evaluation with validity by requiring verification of triple logical alignment in addition to context support.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Retrieve → LM variant,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
automatic evaluation,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
triple evaluation,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
validity,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
triple logical alignment,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
context support,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
Malformed triples should not be deemed reliable facts because they can inflate the score.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
malformed triples,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
reliable facts,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
score,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
We denote the modified prompt-based evaluation as FActScore*.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
modified prompt-based evaluation,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
ValidityScore isolates ontological alignment of triples as an independent mode of evaluation using a strong LLM judge to semantically validate triples.,0416bacaa64883af6e2041ae3eb4ea9016ab83b31e4429bdddbc16e58e4ea1fa,Source
