name:ID,type,concepts,synsets,:LABEL
Injected triples,event,[],[],Node
Comprise a seed KG,event,[],[],Node
"For each sequence, retrieve the complete set of triples from the UMLS KG where any of the linked entities appear as the head",event,[],[],Node
Compute a semantic relevance score for each triple with respect to the original input sequence,event,[],[],Node
Transform each retrieved triple into a linearized sentence and encode it with the Gemini embedding model,event,[],[],Node
Use cosine similarity between encoded vectors to obtain the semantic relevance score,event,[],[],Node
Exclude triples with undesired relations from the search,event,[],[],Node
Filter out relations that are not useful to have in the KG,event,[],[],Node
Rank associated triples by semantic relevance scores for each linked entity and retain the top 40,event,[],[],Node
Obtain a contextually filtered set of triples for the injection process,event,[],[],Node
KG injection algorithm selects relevant triples based on similarity threshold α while maintaining diversity,event,[],[],Node
The algorithm must prevent dominance of frequent tails and relations in the semantic space and training,event,[],[],Node
Map selected triples to the chain graph semantic space with the head at the root and tail at the leaf,event,[],[],Node
This aligns transformer attention with H-GAT during training on the chain graphs,event,[],[],Node
Alignment between leaf and root tokens during training,event,[],[],Node
Enables vocabulary transfer from the syntactic root space into the semantic leaf space,event,[],[],Node
A naive strategy of injecting only the top-scoring triple per head,event,[],[],Node
May be suboptimal for populating the semantic space and GraphMERT training,event,[],[],Node
Similarity matching favors frequent terms and classificatory relations,event,[],[],Node
A small set of ubiquitous tails would dominate the semantic space,event,[],[],Node
Dominance of ubiquitous tails and relations in injected triples,event,[],[],Node
Skews GraphMERT training distribution and causes relation embeddings to overfit,event,[],[],Node
"Design injection algorithm around goals to eliminate low-relevance triples, inject one triple per head, and diversify relations",event,[],[],Node
The algorithm iteratively drops undesired triples by maximizing score and then maximizing relation diversity,event,[],[],Node
Surviving triples after the injection algorithm's two-phase selection,event,[],[],Node
Are injected into the semantic space and comprise the seed KG,event,[],[],Node
Distill GraphMERT representations into explicit graph triples by adding leaf nodes,event,[],[],Node
Use MNM prediction conditioned on a sequence to predict masked tail tokens,event,[],[],Node
Mask the leaf and set the target relation for a sampled head span,event,[],[],Node
Ask the model to predict the masked tail tokens and obtain top-k candidate tokens,event,[],[],Node
The helper LLM combines predicted tail tokens into coherent phrases and cleans them,event,[],[],Node
An encoder-only model conditions each masked token independently and struggles with span decoding,event,[],[],Node
Filter generated triples by computing semantic similarity between each triple and its source sequence with threshold β,event,[],[],Node
Discard triples with score below β and retain surviving triples to expand the KG,event,[],[],Node
Set a higher β,event,[],[],Node
Yield fewer but more sequence-specific triples often explicitly included in the text,event,[],[],Node
Set a lower β,event,[],[],Node
"Allow broader, more general triples that may not be explicitly mentioned in the sequence",event,[],[],Node
Constrain the helper LLM so it cannot invent new entities or relations,event,[],[],Node
"Heads must be present in the dataset, relations are restricted to the seed KG, and only GraphMERT-predicted tokens are allowed in tails",event,[],[],Node
Retrieve the top 10 UMLS candidates based on the cosine similarity of their embeddings,event,[],[],Node
method,entity,[],[],Node
Subject the top candidates from embedding-based retrieval to a more rigorous filtering process based on string similarity,event,[],[],Node
top candidates,entity,[],[],Node
filtering process,entity,[],[],Node
string similarity,entity,[],[],Node
entity name,entity,[],[],Node
char-3grams,entity,[],[],Node
set,entity,[],[],Node
source entity,entity,[],[],Node
10 candidate entities,entity,[],[],Node
Confirm a candidate entity as a valid link only if its Jaccard similarity score is greater than the threshold,event,[],[],Node
candidate entity,entity,[],[],Node
valid link,entity,[],[],Node
threshold,entity,[],[],Node
Set the threshold to 0.5 based on manual inspection,event,[],[],Node
manual inspection,entity,[],[],Node
Consider entities that successfully pass both stages as the final Linked UMLS Entities,event,[],[],Node
entities,entity,[],[],Node
both stages,entity,[],[],Node
final Linked UMLS Entities,entity,[],[],Node
Associate each input sequence with a set of UMLS concepts following the entity linking stage,event,[],[],Node
input sequence,entity,[],[],Node
UMLS concepts,entity,[],[],Node
entity linking stage,entity,[],[],Node
Identify and select only the most contextually relevant triples for each sequence,event,[],[],Node
Perform semantic similarity matching of triples to dataset sequences to find the most relevant triples,event,[],[],Node
semantic similarity matching,entity,[],[],Node
dataset sequences,entity,[],[],Node
Require the triple head to almost literally match one of the discovered entities and pick top triples whose tails are semantically close to the sequence,event,[],[],Node
discovered entities,entity,[],[],Node
top triples,entity,[],[],Node
tails,entity,[],[],Node
Subject all matched triples to the injection algorithm which selects the top-scoring triples and limits the number of equivalent triples,event,[],[],Node
matched triples,entity,[],[],Node
top-scoring triples,entity,[],[],Node
equivalent triples,entity,[],[],Node
Use the injected triples together to comprise a seed KG,event,[],[],Node
injected triples,entity,[],[],Node
Retrieve the complete set of triples from the UMLS KG where any linked entities from a sequence appear as the head entity,event,[],[],Node
complete set of triples,entity,[],[],Node
UMLS KG,entity,[],[],Node
linked entities,entity,[],[],Node
head entity,entity,[],[],Node
semantic relevance score,entity,[],[],Node
original input sequence,entity,[],[],Node
undesired relations,entity,[],[],Node
search,entity,[],[],Node
"Transform each retrieved triple into a linearized sentence by concatenating its head, relation, and tail",event,[],[],Node
retrieved triple,entity,[],[],Node
linearized sentence,entity,[],[],Node
Encode both the original input sequence and each triple sentence into high-dimensional vectors using the Gemini embedding model and textembedding-004,event,[],[],Node
triple sentence,entity,[],[],Node
high-dimensional vectors,entity,[],[],Node
Gemini embedding model,entity,[],[],Node
textembedding-004,entity,[],[],Node
Use cosine similarity as the semantic relevance score between sequence and triple encodings,event,[],[],Node
sequence encodings,entity,[],[],Node
triple encodings,entity,[],[],Node
Rank each linked entity's associated triples by semantic relevance scores and retain the top 40 triples,event,[],[],Node
associated triples,entity,[],[],Node
top 40 triples,entity,[],[],Node
Use the resulting contextually filtered set of triples in the subsequent injection process,event,[],[],Node
contextually filtered set of triples,entity,[],[],Node
injection process,entity,[],[],Node
Prepare a GraphMERT-compatible dataset of leafy chain graphs by selecting relevant triples from an external KG source based on similarity score thresholded with hyperparameter alpha,event,[],[],Node
GraphMERT-compatible dataset,entity,[],[],Node
leafy chain graphs,entity,[],[],Node
relevant triples,entity,[],[],Node
external KG source,entity,[],[],Node
similarity score,entity,[],[],Node
hyperparameter α,entity,[],[],Node
Map triples to the chain graph semantic space by placing the head at a root node and the tail at the root's leaf node,event,[],[],Node
chain graph semantic space,entity,[],[],Node
root node,entity,[],[],Node
leaf node,entity,[],[],Node
Maintain diversity in the injected relations and semantic vocabulary while selecting triples,event,[],[],Node
diversity,entity,[],[],Node
injected relations,entity,[],[],Node
semantic vocabulary,entity,[],[],Node
Align transformer attention with H-GAT during training on chain graphs to avoid noisy signals from extraneous tokens,event,[],[],Node
transformer attention,entity,[],[],Node
extraneous tokens,entity,[],[],Node
Enable vocabulary transfer from the syntactic root space into the semantic leaf space by aligning leaf and root tokens,event,[],[],Node
vocabulary transfer,entity,[],[],Node
syntactic root space,entity,[],[],Node
semantic leaf space,entity,[],[],Node
leaf tokens,entity,[],[],Node
root tokens,entity,[],[],Node
Explain that similarity matching favors frequent terms leading ubiquitous tails to dominate the semantic space,event,[],[],Node
similarity matching,entity,[],[],Node
frequent terms,entity,[],[],Node
ubiquitous tails,entity,[],[],Node
Describe that scoring is biased towards classificatory relations like isa or inverse_isa,event,[],[],Node
scoring,entity,[],[],Node
classificatory relations,entity,[],[],Node
isa,entity,[],[],Node
inverse_isa,entity,[],[],Node
State that over-injecting frequent tokens leads to a skewed training distribution and undertraining on other relations,event,[],[],Node
over-injecting frequent tokens,entity,[],[],Node
skewed training distribution,entity,[],[],Node
other relations,entity,[],[],Node
"Design the injection algorithm around three goals: eliminate low-relevance triples, select one triple per head, and diversify injected relations",event,[],[],Node
low-relevance triples,entity,[],[],Node
one triple per head,entity,[],[],Node
diversify injected relations,entity,[],[],Node
goals,entity,[],[],Node
Satisfy goal (1) by thresholding similarity scores,event,[],[],Node
goal (1),entity,[],[],Node
thresholding,entity,[],[],Node
similarity scores,entity,[],[],Node
Iteratively drop undesired triples from all matched triples in two interleaving phases by maximizing score and maximizing relation diversity,event,[],[],Node
undesired triples,entity,[],[],Node
interleaving phases,entity,[],[],Node
maximize score,entity,[],[],Node
maximize relation diversity,entity,[],[],Node
Inject the surviving triples into the semantic space to comprise the seed KG,event,[],[],Node
surviving triples,entity,[],[],Node
Distill internal GraphMERT representations into explicit graph triples by adding leaf nodes using purely-MNM prediction,event,[],[],Node
internal GraphMERT representations,entity,[],[],Node
GraphRAG Local Search,entity,[],[],Node
entities and relations in the querying stage,entity,[],[],Node
Entities within the KG,entity,[],[],Node
entry points for retrieval of connected entities and relationships,entity,[],[],Node
Retrieved data sources,entity,[],[],Node
a single predefined context window,entity,[],[],Node
FActScore,entity,[],[],Node
atomic facts against a trusted text source,entity,[],[],Node
atomic facts in the FActScore framework,entity,[],[],Node
FActScore*,entity,[],[],Node
validity verification of triple logical alignment to FActScore,entity,[],[],Node
ValidityScore,entity,[],[],Node
ontological alignment of triples via an LLM judge,entity,[],[],Node
UMLS semantic rules,entity,[],[],Node
"the triple 〈beta-receptor, part_of, plasma membrane〉 as valid",entity,[],[],Node
"the triple 〈beta-receptor, part_of, adrenergic signaling〉 as invalid",entity,[],[],Node
"UMLS Metathesaurus (SNOMED CT, US, GO)",entity,[],[],Node
Seed KG extraction,entity,[],[],Node
alpha = 0.55 with Gemini text-embedding-004,entity,[],[],Node
a high-quality diabetes KG,entity,[],[],Node
Training dataset,entity,[],[],Node
peer-reviewed MEDLINE abstracts and the seed KG,entity,[],[],Node
"helper LLM for entity discovery, relation matching, and tail generation",entity,[],[],Node
Triple extraction pipeline,entity,[],[],Node
cosine similarity with Gemini embeddings and threshold beta = 0.67,entity,[],[],Node
GraphMERT architecture,entity,[],[],Node
BioMedBERT tokenizer to reduce medical subword tokenization,entity,[],[],Node
We use the Local Search method from GraphRAG,event,[],[],Node
we modify it to rely exclusively on the entities and relations in the querying stage,event,[],[],Node
This process begins by identifying a set of entities within the KG that are semantically related to the user query,event,[],[],Node
these entities act as entry points for the retrieval of connected entities and relationships,event,[],[],Node
The retrieved data sources are ranked and filtered to fit within a single predefined context window,event,[],[],Node
the context window is used to generate a response to the user query,event,[],[],Node
FActScore provides a fine-grained method for evaluating factual precision in long-form LLM outputs,event,[],[],Node
its principles transfer naturally to KG verification,event,[],[],Node
FActScore evaluates atomic facts against a trusted text source,event,[],[],Node
KG triples can be treated as atomic facts of equal importance,event,[],[],Node
Each triple can be paired with a reliable text source,event,[],[],Node
the short context length minimizes conflicts and overlaps,event,[],[],Node
We follow the Retrieve → LM variant of automatic evaluation,event,[],[],Node
we strengthen triple evaluation with validity in the prompt,event,[],[],Node
We strengthen triple evaluation with validity in the prompt,event,[],[],Node
a fact may appear in the text yet the triple may still be malformed,event,[],[],Node
Malformed triples should not be deemed reliable facts,event,[],[],Node
they would inflate the score,event,[],[],Node
ValidityScore isolates ontological alignment of triples,event,[],[],Node
we use a strong LLM judge to semantically validate a triple with a prompt,event,[],[],Node
To demonstrate the effectiveness of our framework,event,[],[],Node
we extract a high-quality diabetes KG from a GraphMERT-compatible diabetes training dataset,event,[],[],Node
We build a GraphMERT-compatible diabetes training dataset from two main sources,event,[],[],Node
the resulting dataset contains 350k abstracts for training and 39k for evaluation,event,[],[],Node
"From UMLS we select SNOMED CT, US and GO vocabularies",event,[],[],Node
"together they cover a broad range of biomedical concepts across clinical documentation, molecular biology, and data exchange",event,[],[],Node
For matched triples we use an injection algorithm with a similarity threshold α of 0.55,event,[],[],Node
the resulting triples that are injected comprise the seed KG,event,[],[],Node
We prompt Qwen3-32B with each abstract sequence to search for medical entities,event,[],[],Node
the outputs are validated against sequences of origin to eliminate hallucinated or misspelled entities,event,[],[],Node
GraphMERT predicts a distribution for each masked leaf,event,[],[],Node
we select the top 20 tokens per leaf and use them to prompt the helper LLM to form tails,event,[],[],Node
We compute cosine similarity between the triple and its originating sequence using embeddings,event,[],[],Node
all triples with a score below the similarity check threshold β = 0.67 are discarded,event,[],[],Node
Chain graphs are initialized with 128 root nodes each connected to seven leaves,event,[],[],Node
the sequence has a fixed length of 1024 with the first 128 tokens reserved for roots,event,[],[],Node
We train GraphMERT for 25 epochs on four H100 GPUs with BF16 precision,event,[],[],Node
training totals 90 GPU hours,event,[],[],Node
We use the BioMedBERT tokenizer trained on medical vocabulary,event,[],[],Node
"the tokenizer vocabulary size is 30,522",event,[],[],Node
We use the Local Search method from GraphRAG and modify it to rely exclusively on the entities and relations in the querying stage.,event,[],[],Node
Local Search method,entity,[],[],Node
querying stage,entity,[],[],Node
This process begins by identifying a set of entities within the KG that are semantically related to the user query.,event,[],[],Node
process,entity,[],[],Node
user query,entity,[],[],Node
These entities act as entry points for the retrieval of connected entities and relationships.,event,[],[],Node
entry points,entity,[],[],Node
connected entities,entity,[],[],Node
retrieval,entity,[],[],Node
The retrieved data sources are then ranked and filtered to fit within a single predefined context window.,event,[],[],Node
retrieved data sources,entity,[],[],Node
ranking,entity,[],[],Node
filtering,entity,[],[],Node
predefined context window,entity,[],[],Node
The context window is used to generate a response to the user query.,event,[],[],Node
context window,entity,[],[],Node
response,entity,[],[],Node
FActScore provides a fine-grained method for evaluating factual precision in long-form LLM outputs and transfers naturally to KG verification.,event,[],[],Node
factual precision,entity,[],[],Node
long-form LLM outputs,entity,[],[],Node
KG verification,entity,[],[],Node
FActScore evaluates atomic facts against a trusted text source that does not have any knowledge conflicts or overlaps.,event,[],[],Node
atomic facts,entity,[],[],Node
trusted text source,entity,[],[],Node
knowledge conflicts,entity,[],[],Node
knowledge overlaps,entity,[],[],Node
KG triples can be treated as atomic facts and paired with reliable text sources such as GraphMERT triples with sequences and LLM triples with short chunks.,event,[],[],Node
reliable text sources,entity,[],[],Node
GraphMERT triples,entity,[],[],Node
sequences,entity,[],[],Node
LLM triples,entity,[],[],Node
short chunks,entity,[],[],Node
We follow the Retrieve → LM variant of automatic evaluation and strengthen triple evaluation with validity by requiring verification of triple logical alignment in addition to context support.,event,[],[],Node
Retrieve → LM variant,entity,[],[],Node
automatic evaluation,entity,[],[],Node
triple evaluation,entity,[],[],Node
validity,entity,[],[],Node
triple logical alignment,entity,[],[],Node
context support,entity,[],[],Node
Malformed triples should not be deemed reliable facts because they can inflate the score.,event,[],[],Node
malformed triples,entity,[],[],Node
reliable facts,entity,[],[],Node
score,entity,[],[],Node
We denote the modified prompt-based evaluation as FActScore*.,event,[],[],Node
modified prompt-based evaluation,entity,[],[],Node
ValidityScore isolates ontological alignment of triples as an independent mode of evaluation using a strong LLM judge to semantically validate triples.,event,[],[],Node
ontological alignment,entity,[],[],Node
independent evaluation,entity,[],[],Node
strong LLM judge,entity,[],[],Node
semantic validation,entity,[],[],Node
We extract a high-quality diabetes KG from a GraphMERT-compatible diabetes training dataset obtained from expert-verified sources.,event,[],[],Node
high-quality diabetes KG,entity,[],[],Node
diabetes training dataset,entity,[],[],Node
expert-verified sources,entity,[],[],Node
We build the GraphMERT-compatible diabetes training dataset from peer-reviewed medical abstracts from MEDLINE journals accessed via PubMed Central and a seed KG derived from the UMLS Metathesaurus.,event,[],[],Node
peer-reviewed medical abstracts,entity,[],[],Node
MEDLINE journals,entity,[],[],Node
PubMed Central,entity,[],[],Node
UMLS Metathesaurus,entity,[],[],Node
"From UMLS, we select SNOMED CT, US and GO vocabularies and retrieve triples relevant to our dataset sequences based on semantic similarity matching with Gemini text-embedding-004.",event,[],[],Node
SNOMED CT,entity,[],[],Node
US,entity,[],[],Node
GO,entity,[],[],Node
vocabularies,entity,[],[],Node
Gemini text-embedding-004,entity,[],[],Node
For matched triples we use an injection algorithm with a similarity threshold α of 0.55 validated experimentally via grid search using GraphRAG evaluation.,event,[],[],Node
similarity threshold α = 0.55,entity,[],[],Node
grid search,entity,[],[],Node
GraphRAG evaluation,entity,[],[],Node
We employ Qwen3-32B-FP8 as a helper LLM with thinking mode turned on for entity discovery and relation matching.,event,[],[],Node
Qwen3-32B-FP8,entity,[],[],Node
thinking mode,entity,[],[],Node
entity discovery,entity,[],[],Node
relation matching,entity,[],[],Node
For head discovery we prompt Qwen3-32B with each abstract sequence using few-shot examples to search for medical entities relevant to diabetes and its comorbidities.,event,[],[],Node
head discovery,entity,[],[],Node
abstract sequence,entity,[],[],Node
few-shot examples,entity,[],[],Node
medical entities,entity,[],[],Node
diabetes,entity,[],[],Node
comorbidities,entity,[],[],Node
The outputs are validated against sequences of origin to eliminate hallucinated or misspelled entities.,event,[],[],Node
sequences of origin,entity,[],[],Node
validation,entity,[],[],Node
hallucinated entities,entity,[],[],Node
misspelled entities,entity,[],[],Node
For relation discovery Qwen3-32B is few-shot prompted with a relation list from the training seed KG to match entities with relations that make sense in the context of the current sequence.,event,[],[],Node
relation discovery,entity,[],[],Node
few-shot prompts,entity,[],[],Node
relation list,entity,[],[],Node
training seed KG,entity,[],[],Node
current sequence,entity,[],[],Node
context,entity,[],[],Node
All Qwen3-32B runs are performed on the Princeton cluster on one H100 GPU using vLLM with vendor-recommended sampling parameters.,event,[],[],Node
Qwen3-32B runs,entity,[],[],Node
Princeton cluster,entity,[],[],Node
H100 GPU,entity,[],[],Node
vLLM,entity,[],[],Node
vendor-recommended sampling parameters,entity,[],[],Node
Chain graphs for training are initialized with 128 root nodes each connected to seven leaves leading to a 1024-token sequence.,event,[],[],Node
128 root nodes,entity,[],[],Node
seven leaves,entity,[],[],Node
1024-token sequence,entity,[],[],Node
"We train GraphMERT with 12 hidden layers, eight attention heads, a hidden size of 512, intermediate size 2048, totaling 79.7M trainable parameters.",event,[],[],Node
12 hidden layers,entity,[],[],Node
eight attention heads,entity,[],[],Node
hidden size 512,entity,[],[],Node
intermediate size 2048,entity,[],[],Node
79.7M parameters,entity,[],[],Node
We train the model for 25 epochs on four H100 GPUs with BF16 precision totaling 90 GPU hours using an instantaneous batch size of 32 per GPU and effective batch size of 128 via gradient accumulation.,event,[],[],Node
25 epochs,entity,[],[],Node
four H100 GPUs,entity,[],[],Node
BF16 precision,entity,[],[],Node
90 GPU hours,entity,[],[],Node
instantaneous batch size 32,entity,[],[],Node
effective batch size 128,entity,[],[],Node
gradient accumulation,entity,[],[],Node
In the triple extraction pipeline we begin with a leaf-masked prediction over the training dataset given head entities and their relations producing a vocabulary distribution for each masked leaf.,event,[],[],Node
triple extraction pipeline,entity,[],[],Node
leaf-masked prediction,entity,[],[],Node
training dataset,entity,[],[],Node
head entities,entity,[],[],Node
vocabulary distribution,entity,[],[],Node
masked leaf,entity,[],[],Node
From the top 20 tokens per leaf we prompt the helper LLM Qwen3-32B to combine tokens into coherent multi-token tails conditioned on the head relation and originating sequence.,event,[],[],Node
top 20 tokens,entity,[],[],Node
leaf,entity,[],[],Node
tokens,entity,[],[],Node
multi-token tails,entity,[],[],Node
originating sequence,entity,[],[],Node
We discard output tails that contain out-of-scope tokens and skip triples when no valid tail can be formed.,event,[],[],Node
output tails,entity,[],[],Node
out-of-scope tokens,entity,[],[],Node
discard,entity,[],[],Node
skip,entity,[],[],Node
no valid tail,entity,[],[],Node
naringenin,entity,[],[],Node
flavonoid,entity,[],[],Node
therapeutic role,entity,[],[],Node
non-alcoholic fatty liver disease,entity,[],[],Node
fibrosis,entity,[],[],Node
obesity,entity,[],[],Node
Qwen3-14B,entity,[],[],Node
GraphRAG query process,entity,[],[],Node
nomic-embed-text-v1,entity,[],[],Node
GraphMERT extracted KG,entity,[],[],Node
"139,565 triples",entity,[],[],Node
LLM baseline KG,entity,[],[],Node
"515,460 triples",entity,[],[],Node
GraphMERT KG,entity,[],[],Node
69.8%,entity,[],[],Node
40.2%,entity,[],[],Node
68.8% yes,entity,[],[],Node
LLM baseline,entity,[],[],Node
43.0% yes,entity,[],[],Node
extraction pipeline,entity,[],[],Node
β = 0.67,entity,[],[],Node
formed tails (non-unique),entity,[],[],Node
"109,293",entity,[],[],Node
Naringenin is a flavonoid,event,[],[],Node
Naringenin plays a therapeutic neuroprotective and antidepressant role,event,[],[],Node
Naringenin has a flavonoid disposition as an inhibitor,event,[],[],Node
Non-alcoholic fatty liver disease occurs,event,[],[],Node
Fibrosis occurs,event,[],[],Node
Obesity is present,event,[],[],Node
GraphRAG evaluations were conducted with specified settings,event,[],[],Node
Experimental results for GraphMERT and LLM KGs were reported,event,[],[],Node
GraphMERT extracted a knowledge graph,event,[],[],Node
GraphMERT achieved a higher ValidityScore than the LLM baseline,event,[],[],Node
Each triple in the system is directly traceable to its originating sequence,event,[],[],Node
Automatic cross-checking and user validation of triples is possible,event,[],[],Node
naringenin is a flavonoid,event,[],[],Node
naringenin plays a therapeutic role,event,[],[],Node
naringenin has disposition as a flavonoid,event,[],[],Node
non-alcoholic fatty liver disease causes fibrosis,event,[],[],Node
non-alcoholic fatty liver disease is associated with obesity,event,[],[],Node
"the diabetes corpus is split into 2,000-token chunks",event,[],[],Node
diabetes corpus,entity,[],[],Node
"2,000-token chunks",entity,[],[],Node
Qwen3-32B is used to extract entities and relationships,event,[],[],Node
"the final LLM-generated knowledge graph contains 272,346 triples",event,[],[],Node
LLM-generated KG,entity,[],[],Node
"272,346 triples",entity,[],[],Node
"each experiment is conducted three times with random seeds 1, 2, and 3",event,[],[],Node
experiment,entity,[],[],Node
random seed 1,entity,[],[],Node
random seed 2,entity,[],[],Node
random seed 3,entity,[],[],Node
the system retrieves the top 30 entities and the top 10 relationships per entity to construct context,event,[],[],Node
system,entity,[],[],Node
top 30 entities,entity,[],[],Node
top 10 relationships per entity,entity,[],[],Node
"GraphMERT extracted KG contains 139,565 triples after filtering",event,[],[],Node
"the LLM baseline KG contains 515,460 triples",event,[],[],Node
Validity checks with Qwen3-32B show GraphMERT attains a higher yes rate than the LLM baseline,event,[],[],Node
higher proportion of valid triples,entity,[],[],Node
LLM KG,entity,[],[],Node
more relation misuse and ontology violations,entity,[],[],Node
GPT-5 Thinking,entity,[],[],Node
validity verdicts for triples,entity,[],[],Node
tail incompleteness in GraphMERT triples,entity,[],[],Node
tail incompleteness,entity,[],[],Node
vague or semantically weak completions,entity,[],[],Node
UMLS biomedical relations,entity,[],[],Node
broader internal knowledge,entity,[],[],Node
systematic relation reversal,entity,[],[],Node
extracted knowledge graphs,entity,[],[],Node
LLM KG on ICD-Bench,entity,[],[],Node
9.2% overall accuracy gain on ICD-Bench,entity,[],[],Node
injection threshold α,entity,[],[],Node
relevance of seed triples used for training,entity,[],[],Node
acceptance threshold β,entity,[],[],Node
final triples generated by the pipeline,entity,[],[],Node
optimal hyperparameters,entity,[],[],Node
α = 0.55 and β = 0.67,entity,[],[],Node
Seed KG sparsity,entity,[],[],Node
GraphMERT performance but maintains advantage over LLM KG,entity,[],[],Node
GraphMERT (no H-GAT ablation),entity,[],[],Node
irrelevant top-k token predictions,entity,[],[],Node
No-span MLM/MNM ablation,entity,[],[],Node
span masking objective with one-token masking,entity,[],[],Node
No dropout ablation,entity,[],[],Node
dropout on relation embeddings,entity,[],[],Node
Ablation studies,entity,[],[],Node
component contributions to KG quality,entity,[],[],Node
low-information 128-token sequences,entity,[],[],Node
extracted KG,entity,[],[],Node
predicate misuse,entity,[],[],Node
wrong relation types or ontologically incorrect predicates,entity,[],[],Node
overstated causality,entity,[],[],Node
key tokens required for tail completion are missing,entity,[],[],Node
more conservative and domain-appropriate than LLM KG,entity,[],[],Node
The GraphMERT KG consistently produces a higher proportion of valid triples and fewer incorrect triples across all keywords,event,[],[],Node
The LLM KG shows more relation misuse and ontology violations,event,[],[],Node
Tail incompleteness arises when the helper LLM accepts an incomplete token as a valid tail during token combination,event,[],[],Node
The helper LLM stitches together a completion that is contextually acceptable but semantically weak,event,[],[],Node
Missing key tokens required for high-quality tail completion,event,[],[],Node
The LLM still attempts a plausible but semantically weak completion,event,[],[],Node
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge,event,[],[],Node
The LLM produces approximations that violate the ontology,event,[],[],Node
Designing prompts to fully explain all relations is impractical and multiple examples fail to steer the LLM consistently,event,[],[],Node
The LLM defaults to its own internal semantics,event,[],[],Node
A practical mitigation is to exclude low-information 128-token sequences in the prediction stage,event,[],[],Node
Contamination of the extracted KG by semantically weak completions would be reduced,event,[],[],Node
GraphMERT outperforms the baseline LLM KG on the filtered endocrinology subset of ICD-Bench with a 9.2% overall accuracy gain,event,[],[],Node
GraphMERT demonstrates advantages for downstream medical question-answering tasks,event,[],[],Node
Performance peaks at alpha = 0.55 and beta = 0.67 in the hyperparameter grid search,event,[],[],Node
These optimal hyperparameters yield the observed 9.2% improvement over the baseline LLM KG,event,[],[],Node
"Lower alpha values introduce noisy, contextually irrelevant triples",event,[],[],Node
They degrade GraphMERT performance,event,[],[],Node
Higher alpha values impose a stricter relevance filter,event,[],[],Node
They limit volume and diversity of injected knowledge and can prevent the model from leveraging sufficient breadth of knowledge,event,[],[],Node
"Randomly removing 25%, 50%, and 75% of triples from the original seed KG",event,[],[],Node
The study measures GraphMERT performance with a sparser seed KG,event,[],[],Node
As the seed KG becomes sparser,event,[],[],Node
GraphMERT performance generally decreases but remains effective and still outperforms the baseline LLM KG even with 75% removal,event,[],[],Node
Ablating the H-GAT component (no H-GAT),event,[],[],Node
Produces a large number of irrelevant tokens in the top-k predicted tokens,event,[],[],Node
valid triples,entity,[],[],Node
incorrect triples,entity,[],[],Node
keywords,entity,[],[],Node
The LLM KG shows more relation misuse and ontology violations reflected in a greater share of maybe and no verdicts,event,[],[],Node
relation misuse,entity,[],[],Node
ontology violations,entity,[],[],Node
maybe verdicts,entity,[],[],Node
no verdicts,entity,[],[],Node
"The LLM often violates ontology, confusing methods with diseases, and misuses relations",event,[],[],Node
ontology,entity,[],[],Node
methods,entity,[],[],Node
diseases,entity,[],[],Node
GraphMERT main issues are vagueness and incomplete tails though they remain domain-appropriate,event,[],[],Node
vagueness,entity,[],[],Node
incomplete tails,entity,[],[],Node
domain-appropriate,entity,[],[],Node
incomplete token,entity,[],[],Node
token combination,entity,[],[],Node
Tail vagueness occurs when GraphMERT does not rank the required tail tokens within its top-20 predictions and the helper LLM stitches together a semantically weak completion,event,[],[],Node
tail vagueness,entity,[],[],Node
required tail tokens,entity,[],[],Node
top-20 predictions,entity,[],[],Node
completion,entity,[],[],Node
Missing key tokens required for high-quality tail completion explain most cases of overstated causality and predicate misuse,event,[],[],Node
missing key tokens,entity,[],[],Node
high-quality tail completion,entity,[],[],Node
mitigation,entity,[],[],Node
prediction stage,entity,[],[],Node
The LLM misinterprets UMLS biomedical relations and substitutes them with its broader internal knowledge resulting in approximations that violate the ontology,event,[],[],Node
internal knowledge,entity,[],[],Node
approximations,entity,[],[],Node
Designing prompts to fully explain all relations is impractical and even multiple examples fail to steer the model consistently,event,[],[],Node
multiple examples,entity,[],[],Node
We observe systematic relation reversal in the LLM-extracted triples,event,[],[],Node
LLM-extracted triples,entity,[],[],Node
Extracting well-formed triples requires capturing semantic rather than syntactic representations which is challenging for LLMs trained primarily on surface text,event,[],[],Node
well-formed triples,entity,[],[],Node
surface text,entity,[],[],Node
We evaluate the extracted KG by applying GraphRAG to the filtered benchmarks and assess accuracy based on the model's success rate in answering the questions,event,[],[],Node
filtered benchmarks,entity,[],[],Node
questions,entity,[],[],Node
We compare accuracy using different KGs as the primary source of information and evaluate GraphMERT KG against the baseline LLM KG on the filtered endocrinology subset of ICD-Bench,event,[],[],Node
baseline LLM KG,entity,[],[],Node
filtered endocrinology subset,entity,[],[],Node
ICD-Bench,entity,[],[],Node
Our framework achieves an overall accuracy gain of 9.2% on ICD-Bench and 1.7% to 3.7% gain on other medical benchmarks,event,[],[],Node
framework,entity,[],[],Node
accuracy gain 9.2%,entity,[],[],Node
medical benchmarks,entity,[],[],Node
accuracy gain 1.7% to 3.7%,entity,[],[],Node
We conduct ablation studies to validate design choices and understand contributions of different components,event,[],[],Node
ablation studies,entity,[],[],Node
design choices,entity,[],[],Node
components,entity,[],[],Node
Two key similarity thresholds control injections: injection threshold α determines relevance of seed triples used for training and acceptance threshold β filters final triples generated by the pipeline,event,[],[],Node
